customer_id,name,email,signup_date,location,segment,customer_age_days,last_purchase_date,frequency,monetary,avg_order_value,max_order_value,num_categories,preferred_category,recency_days,total_orders_raw,discount_order_rate,return_rate,avg_days_between_orders,is_churned,r_score,f_score,m_score,rfm_score,rfm_cell,rfm_segment,cluster,cluster_label
C0122,Jessica Wilson,jessica.wilson122@example.com,2021-02-02,Philadelphia,Regular,1063,2022-07-23,6,826.1,137.68,191.97,6.0,Home & Garden,527,7,0.5714,0.1429,32.6,1,2,4,4,10,244,Needs Attention,2,High Value
C0123,Mary Miller,mary.miller123@example.com,2021-08-01,San Antonio,New,883,2023-12-11,2,154.4,77.2,117.15,2.0,Books,21,3,1.0,0.3333,486.0,0,5,2,2,9,522,Potential Loyalists,1,Mid Value
C0125,James Lopez,james.lopez125@example.com,2021-09-02,Phoenix,New,851,2022-05-19,1,110.75,110.75,110.75,1.0,Health,592,1,1.0,0.0,,1,1,1,1,3,111,Hibernating,0,Low Value
C0126,Karen Moore,karen.moore126@example.com,2021-08-03,San Jose,New,881,2023-06-12,2,167.81,83.9,100.49,2.0,Electronics,203,3,0.3333,0.3333,471.0,1,3,2,2,7,322,Potential Loyalists,1,Mid Value
C0127,Linda Rodriguez,linda.rodriguez127@example.com,2021-09-07,San Antonio,Regular,846,2023-12-21,2,267.39,133.7,182.91,2.0,Books,11,4,0.75,0.5,505.0,0,5,2,3,10,523,Potential Loyalists,1,Mid Value
C0128,Richard Hernandez,richard.hernandez128@example.com,2021-01-15,San Antonio,New,1081,2022-02-15,1,57.49,57.49,57.49,1.0,Clothing,685,2,0.5,0.5,,1,1,1,1,3,111,Hibernating,0,Low Value
C0129,Ashley Jones,ashley.jones129@example.com,2021-08-28,San Jose,Regular,856,2022-08-27,8,932.35,116.54,171.94,5.0,Books,492,9,0.4444,0.1111,29.29,1,2,4,4,10,244,Needs Attention,2,High Value
C0130,Charles Jackson,charles.jackson130@example.com,2021-07-21,New York,Premium,894,2023-07-07,9,1945.86,216.21,456.31,8.0,Health,178,13,0.6154,0.3077,65.88,1,3,5,5,13,355,Potential Loyalists,3,Premium
C0131,Jessica Jones,jessica.jones131@example.com,2021-11-26,San Diego,Premium,766,2023-10-17,7,1663.94,237.71,324.29,6.0,Health,76,9,0.5556,0.2222,108.0,0,4,4,4,12,444,Loyal Customers,2,High Value
C0132,William Gonzalez,william.gonzalez132@example.com,2021-01-26,Philadelphia,Regular,1070,2022-06-12,5,619.88,123.98,169.96,5.0,Clothing,568,5,0.4,0.0,37.5,1,2,3,4,9,234,Needs Attention,2,High Value
C0133,David Hernandez,david.hernandez133@example.com,2021-08-21,San Antonio,Regular,863,2023-12-08,5,482.29,96.46,173.83,3.0,Home & Garden,24,5,0.8,0.0,128.5,0,5,3,3,11,533,Loyal Customers,1,Mid Value
C0134,William Williams,william.williams134@example.com,2021-08-04,San Diego,Occasional,880,2023-03-12,1,79.86,79.86,79.86,1.0,Clothing,295,2,0.5,0.5,,1,3,1,1,5,311,Promising,1,Mid Value
C0135,Mary Lopez,mary.lopez135@example.com,2021-10-04,Houston,Premium,819,2023-11-15,7,2141.8,305.97,484.99,6.0,Home & Garden,47,8,0.625,0.125,112.17,0,4,4,5,13,445,Loyal Customers,3,Premium
C0136,Mary Smith,mary.smith136@example.com,2021-11-30,Houston,Premium,762,2023-12-23,7,2279.43,325.63,493.68,6.0,Toys,9,9,0.4444,0.2222,106.17,0,5,4,5,14,545,Champions,3,Premium
C0137,Lisa Jones,lisa.jones137@example.com,2021-01-11,Houston,Regular,1085,2023-05-25,5,460.89,92.18,160.49,4.0,Electronics,221,7,0.4286,0.2857,99.75,1,3,3,3,9,333,Potential Loyalists,2,High Value
C0138,Nancy Brown,nancy.brown138@example.com,2021-08-31,San Jose,Regular,853,2023-12-25,4,468.91,117.23,144.75,4.0,Automotive,7,5,0.6,0.2,137.67,0,5,3,3,11,533,Loyal Customers,1,Mid Value
C0139,Daniel Rodriguez,daniel.rodriguez139@example.com,2021-08-27,Philadelphia,Regular,857,2023-10-03,6,493.12,82.19,126.96,5.0,Beauty,90,6,0.3333,0.0,122.6,0,4,4,3,11,443,Loyal Customers,2,High Value
C0140,Lisa Brown,lisa.brown140@example.com,2021-11-07,Chicago,Regular,785,2023-09-22,6,808.63,134.77,179.75,4.0,Books,101,9,0.7778,0.3333,64.6,1,4,4,4,12,444,Loyal Customers,2,High Value
C0141,Charles Smith,charles.smith141@example.com,2021-02-25,Phoenix,Occasional,1040,2023-10-04,4,230.35,57.59,85.02,2.0,Home & Garden,89,4,0.5,0.0,193.33,0,4,3,3,10,433,Loyal Customers,1,Mid Value
C0142,Daniel Miller,daniel.miller142@example.com,2021-07-23,Los Angeles,New,892,2022-08-12,2,127.89,63.94,104.1,2.0,Electronics,507,2,0.0,0.0,7.0,1,2,2,2,6,222,About to Sleep,0,Low Value
C0143,Daniel Martinez,daniel.martinez143@example.com,2021-02-22,San Jose,Regular,1043,2022-02-22,9,983.85,109.32,169.63,6.0,Clothing,678,10,0.7,0.1,5.12,1,1,5,4,10,154,At Risk,2,High Value
C0144,Margaret Johnson,margaret.johnson144@example.com,2021-10-17,Philadelphia,Premium,806,2023-10-22,10,3184.27,318.43,467.71,6.0,Home & Garden,71,12,0.6667,0.1667,69.44,0,4,5,5,14,455,Loyal Customers,3,Premium
C0145,Susan Williams,susan.williams145@example.com,2021-12-05,Dallas,New,757,2022-02-17,2,70.67,35.33,35.41,2.0,Automotive,683,3,1.0,0.3333,26.0,1,1,2,1,4,121,Hibernating,0,Low Value
C0146,Sandra Wilson,sandra.wilson146@example.com,2021-01-07,San Diego,Occasional,1089,2023-11-25,2,70.77,35.39,39.67,2.0,Home & Garden,37,2,1.0,0.0,404.0,0,5,2,1,8,521,Recent Customers,1,Mid Value
C0147,Susan Anderson,susan.anderson147@example.com,2021-08-10,Chicago,Premium,874,2023-12-11,8,2104.4,263.05,486.58,5.0,Automotive,21,13,0.6154,0.3846,70.29,0,5,4,5,14,545,Champions,3,Premium
C0148,Betty Taylor,betty.taylor148@example.com,2021-04-01,Phoenix,New,1005,2022-01-19,1,126.93,126.93,126.93,1.0,Health,712,2,0.0,0.5,,1,1,1,2,4,112,Hibernating,0,Low Value
C0149,Jessica Jackson,jessica.jackson149@example.com,2021-08-27,Phoenix,New,857,2023-03-03,3,289.38,96.46,128.81,3.0,Food & Grocery,304,3,0.0,0.0,174.0,1,3,2,3,8,323,Potential Loyalists,1,Mid Value
C0150,Anthony Williams,anthony.williams150@example.com,2021-05-06,Phoenix,Occasional,970,2023-11-05,3,117.63,39.21,61.51,3.0,Electronics,57,4,0.25,0.25,199.0,0,4,3,2,9,432,Potential Loyalists,1,Mid Value
C0151,Matthew Anderson,matthew.anderson151@example.com,2021-05-05,San Jose,New,971,2023-10-25,2,233.5,116.75,117.83,2.0,Home & Garden,68,2,0.0,0.0,371.0,0,4,2,3,9,423,Potential Loyalists,1,Mid Value
C0152,James Thomas,james.thomas152@example.com,2021-06-22,Philadelphia,New,923,2022-08-17,2,207.37,103.68,125.43,1.0,Health,502,2,1.0,0.0,30.0,1,2,2,2,6,222,About to Sleep,0,Low Value
C0153,Michael Lopez,michael.lopez153@example.com,2021-09-07,Phoenix,Regular,846,2023-11-24,3,328.79,109.6,146.66,3.0,Home & Garden,38,4,1.0,0.25,231.5,0,5,3,3,11,533,Loyal Customers,1,Mid Value
C0154,Mark Martin,mark.martin154@example.com,2021-05-24,Phoenix,Occasional,952,2022-06-19,4,267.17,66.79,81.83,4.0,Books,561,5,0.4,0.2,48.33,1,2,3,3,8,233,Needs Attention,0,Low Value
C0155,Michael Williams,michael.williams155@example.com,2021-09-22,Houston,Premium,831,2023-11-03,9,2153.07,239.23,428.37,6.0,Toys,59,12,0.5833,0.25,82.25,0,4,5,5,14,455,Loyal Customers,3,Premium
C0156,Karen Davis,karen.davis156@example.com,2021-09-08,San Diego,New,845,2022-08-31,3,211.28,70.43,85.99,3.0,Beauty,488,3,0.6667,0.0,91.5,1,2,3,3,8,233,Needs Attention,0,Low Value
C0157,Margaret Smith,margaret.smith157@example.com,2021-08-18,Los Angeles,New,866,2023-03-03,1,46.94,46.94,46.94,1.0,Clothing,304,2,0.5,0.5,,1,3,1,1,5,311,Promising,1,Mid Value
C0158,Richard Davis,richard.davis158@example.com,2021-04-24,Phoenix,Occasional,982,2023-03-02,1,19.0,19.0,19.0,1.0,Electronics,305,2,0.0,0.5,,1,3,1,1,5,311,Promising,1,Mid Value
C0159,Karen Taylor,karen.taylor159@example.com,2021-08-31,Philadelphia,Occasional,853,2023-05-31,2,108.84,54.42,83.58,2.0,Beauty,215,2,0.0,0.0,483.0,1,3,2,1,6,321,Promising,1,Mid Value
C0160,David Lopez,david.lopez160@example.com,2021-10-09,San Diego,New,814,2023-07-25,1,54.77,54.77,54.77,1.0,Home & Garden,160,1,1.0,0.0,,1,3,1,1,5,311,Promising,1,Mid Value
C0161,William Davis,william.davis161@example.com,2021-06-06,Los Angeles,Occasional,939,2023-09-18,4,255.87,63.97,81.48,3.0,Clothing,105,4,0.25,0.0,172.33,1,4,3,3,10,433,Loyal Customers,1,Mid Value
C0162,Patricia Moore,patricia.moore162@example.com,2021-06-11,Chicago,Regular,934,2022-12-16,4,559.26,139.82,190.42,4.0,Beauty,381,7,0.7143,0.4286,114.33,1,2,3,3,8,233,Needs Attention,2,High Value
C0163,Betty Thomas,betty.thomas163@example.com,2021-04-21,Phoenix,Regular,985,2023-12-19,8,951.14,118.89,173.07,4.0,Books,13,10,0.5,0.2,101.29,0,5,4,4,13,544,Champions,2,High Value
C0164,Anthony Miller,anthony.miller164@example.com,2021-02-21,Phoenix,Occasional,1044,2022-12-02,3,205.4,68.47,85.42,3.0,Beauty,395,4,0.25,0.25,114.0,1,2,3,2,7,232,Lost,0,Low Value
C0165,Jennifer Martinez,jennifer.martinez165@example.com,2021-07-04,New York,Regular,911,2023-12-07,6,414.16,69.03,190.49,5.0,Books,25,7,0.5714,0.1429,107.8,0,5,4,3,12,543,Loyal Customers,2,High Value
C0166,Mary Johnson,mary.johnson166@example.com,2021-05-21,Dallas,Regular,955,2022-05-04,3,431.59,143.86,165.97,2.0,Health,607,4,0.5,0.25,56.0,1,1,3,3,7,133,Lost,0,Low Value
C0167,Robert Thomas,robert.thomas167@example.com,2021-12-24,Los Angeles,Occasional,738,2023-11-18,1,64.03,64.03,64.03,1.0,Electronics,44,3,0.6667,0.6667,,0,5,1,1,7,511,Recent Customers,1,Mid Value
C0168,Barbara Thomas,barbara.thomas168@example.com,2021-10-21,San Diego,Premium,802,2023-12-24,14,3434.23,245.3,421.31,7.0,Food & Grocery,8,16,0.5,0.125,54.08,0,5,5,5,15,555,Champions,3,Premium
C0169,Jennifer Johnson,jennifer.johnson169@example.com,2021-06-24,Phoenix,New,921,2023-08-23,1,29.09,29.09,29.09,1.0,Clothing,131,2,0.5,0.5,,1,3,1,1,5,311,Promising,1,Mid Value
C0170,Anthony Williams,anthony.williams170@example.com,2021-02-28,San Antonio,New,1037,2022-06-06,2,148.33,74.16,85.63,2.0,Beauty,574,3,0.6667,0.3333,103.0,1,1,2,2,5,122,Hibernating,0,Low Value
C0171,Charles Johnson,charles.johnson171@example.com,2021-02-07,Chicago,New,1058,2023-02-28,1,92.25,92.25,92.25,1.0,Food & Grocery,307,1,1.0,0.0,,1,3,1,1,5,311,Promising,1,Mid Value
C0172,Barbara Williams,barbara.williams172@example.com,2021-10-16,Houston,Regular,807,2023-02-28,8,947.62,118.45,167.43,6.0,Sports,307,8,0.5,0.0,51.43,1,3,4,4,11,344,Potential Loyalists,2,High Value
C0173,Matthew Wilson,matthew.wilson173@example.com,2021-10-13,San Jose,Premium,810,2023-12-11,12,3880.67,323.39,476.09,6.0,Electronics,21,16,0.4375,0.25,64.27,0,5,5,5,15,555,Champions,3,Premium
C0174,Richard Anderson,richard.anderson174@example.com,2021-09-25,San Diego,Regular,828,2023-08-25,6,667.26,111.21,175.98,5.0,Automotive,129,9,0.3333,0.3333,115.0,1,3,4,4,11,344,Potential Loyalists,2,High Value
C0175,Jessica Martinez,jessica.martinez175@example.com,2021-10-29,San Jose,Occasional,794,2023-09-23,5,230.14,46.03,68.03,4.0,Home & Garden,100,5,0.6,0.0,81.0,1,4,3,3,10,433,Loyal Customers,1,Mid Value
C0176,Betty Brown,betty.brown176@example.com,2021-11-09,Houston,Premium,783,2023-01-04,8,2281.98,285.25,448.92,5.0,Clothing,362,11,0.6364,0.2727,48.29,1,3,4,5,12,345,Potential Loyalists,3,Premium
C0177,Nancy Williams,nancy.williams177@example.com,2021-05-16,Chicago,Regular,960,2023-12-31,5,665.25,133.05,181.08,3.0,Food & Grocery,1,7,0.4286,0.2857,136.5,0,5,4,4,13,544,Champions,1,Mid Value
C0178,Karen Williams,karen.williams178@example.com,2021-03-30,Chicago,Regular,1007,2023-10-23,9,1281.99,142.44,199.73,5.0,Books,70,10,0.4,0.1,79.38,0,4,5,4,13,454,Loyal Customers,2,High Value
C0179,Joseph Martin,joseph.martin179@example.com,2021-07-29,San Diego,Premium,886,2022-04-08,14,3735.52,266.82,419.18,9.0,Automotive,633,16,0.625,0.125,7.38,1,1,5,5,11,155,At Risk,3,Premium
C0180,Linda Martinez,linda.martinez180@example.com,2021-01-17,Phoenix,Occasional,1079,2023-03-12,3,200.82,66.94,90.27,3.0,Health,295,3,1.0,0.0,173.0,1,3,3,2,8,332,Potential Loyalists,1,Mid Value
C0181,Nancy Davis,nancy.davis181@example.com,2021-02-06,Phoenix,New,1059,2023-12-16,3,206.0,68.67,85.57,3.0,Automotive,16,3,0.3333,0.0,246.0,0,5,3,2,10,532,Potential Loyalists,1,Mid Value
C0182,Patricia Moore,patricia.moore182@example.com,2021-08-06,Houston,Regular,878,2023-02-13,6,581.72,96.95,172.21,5.0,Electronics,322,7,0.5714,0.1429,79.6,1,3,4,4,11,344,Potential Loyalists,2,High Value
C0183,Anthony Jones,anthony.jones183@example.com,2021-05-17,Los Angeles,Regular,959,2023-01-22,4,296.61,74.15,100.67,3.0,Clothing,344,4,0.5,0.0,112.33,1,3,3,3,9,333,Potential Loyalists,1,Mid Value
C0184,Margaret Martinez,margaret.martinez184@example.com,2021-03-26,San Jose,Premium,1011,2023-11-01,15,3947.49,263.17,492.9,8.0,Clothing,61,17,0.4118,0.1176,46.93,0,4,5,5,14,455,Loyal Customers,3,Premium
C0185,Patricia Anderson,patricia.anderson185@example.com,2021-08-13,Phoenix,Occasional,871,2022-11-15,3,201.46,67.15,95.84,3.0,Sports,412,4,0.75,0.25,58.0,1,2,3,2,7,232,Lost,0,Low Value
C0186,Thomas Moore,thomas.moore186@example.com,2021-05-20,San Diego,New,956,2022-08-07,1,114.46,114.46,114.46,1.0,Books,512,2,1.0,0.5,,1,2,1,2,5,212,About to Sleep,0,Low Value
C0187,Lisa Johnson,lisa.johnson187@example.com,2021-02-11,San Antonio,New,1054,2022-09-04,2,84.99,42.5,63.32,2.0,Food & Grocery,484,2,0.5,0.0,210.0,1,2,2,1,5,221,About to Sleep,0,Low Value
C0188,William Smith,william.smith188@example.com,2021-11-06,Los Angeles,Occasional,786,2023-05-17,4,271.96,67.99,80.56,3.0,Health,229,4,0.75,0.0,62.0,1,3,3,3,9,333,Potential Loyalists,1,Mid Value
C0189,Anthony Jackson,anthony.jackson189@example.com,2021-12-12,San Jose,Regular,750,2022-12-28,6,720.25,120.04,168.42,4.0,Books,369,7,0.5714,0.1429,69.4,1,3,4,4,11,344,Potential Loyalists,2,High Value
C0190,Anthony Rodriguez,anthony.rodriguez190@example.com,2021-12-11,San Jose,Premium,751,2023-12-15,8,2164.22,270.53,419.86,4.0,Sports,17,8,0.5,0.0,101.71,0,5,4,5,14,545,Champions,3,Premium
C0191,Sarah Taylor,sarah.taylor191@example.com,2021-03-31,San Diego,Premium,1006,2023-09-11,11,3611.0,328.27,494.49,7.0,Beauty,112,11,0.5455,0.0,61.1,1,4,5,5,14,455,Loyal Customers,3,Premium
C0192,Charles Wilson,charles.wilson192@example.com,2021-04-03,San Diego,Occasional,1003,2023-05-09,2,95.28,47.64,71.32,2.0,Sports,237,2,0.0,0.0,375.0,1,3,2,1,6,321,Promising,1,Mid Value
C0193,Susan Wilson,susan.wilson193@example.com,2021-08-29,Philadelphia,Premium,855,2023-12-10,9,2267.93,251.99,419.55,7.0,Sports,22,11,0.8182,0.1818,77.0,0,5,5,5,15,555,Champions,3,Premium
C0194,Patricia Garcia,patricia.garcia194@example.com,2021-12-10,Philadelphia,Occasional,752,2022-07-12,2,172.93,86.46,98.4,2.0,Beauty,538,2,1.0,0.0,162.0,1,2,2,2,6,222,About to Sleep,0,Low Value
C0195,Sarah Martinez,sarah.martinez195@example.com,2021-12-22,San Antonio,New,740,2023-11-07,2,297.58,148.79,148.84,2.0,Automotive,55,2,0.0,0.0,512.0,0,4,2,3,9,423,Potential Loyalists,1,Mid Value
C0196,John Hernandez,john.hernandez196@example.com,2021-08-21,Phoenix,Premium,863,2023-12-28,10,3228.43,322.84,489.15,5.0,Food & Grocery,4,12,0.4167,0.1667,74.56,0,5,5,5,15,555,Champions,3,Premium
C0198,Sandra Moore,sandra.moore198@example.com,2021-12-03,San Diego,Premium,759,2022-11-03,9,1829.55,203.28,356.07,6.0,Clothing,424,15,0.4667,0.4,38.0,1,2,5,4,11,254,Needs Attention,2,High Value
C0199,Michael Taylor,michael.taylor199@example.com,2021-01-28,Philadelphia,New,1068,2022-02-18,1,147.33,147.33,147.33,1.0,Sports,682,1,0.0,0.0,,1,1,1,2,4,112,Hibernating,0,Low Value
C0200,Joseph Johnson,joseph.johnson200@example.com,2021-11-17,Houston,New,775,2023-08-26,2,98.73,49.36,55.24,2.0,Clothing,128,3,0.6667,0.3333,101.0,1,4,2,1,7,421,Recent Customers,1,Mid Value
C0201,Robert Martinez,robert.martinez201@example.com,2021-10-09,San Diego,Occasional,814,2022-02-02,4,280.48,70.12,95.04,4.0,Books,698,5,0.6,0.2,8.0,1,1,3,3,7,133,Lost,0,Low Value
C0202,James Martin,james.martin202@example.com,2021-03-04,Houston,New,1033,2022-03-15,2,141.72,70.86,110.72,2.0,Books,657,3,1.0,0.3333,66.0,1,1,2,2,5,122,Hibernating,0,Low Value
C0203,Karen Smith,karen.smith203@example.com,2021-06-09,Dallas,Regular,936,2023-12-02,9,967.46,107.5,187.95,4.0,Home & Garden,30,9,0.5556,0.0,82.12,0,5,5,4,14,554,Champions,2,High Value
C0204,Linda Brown,linda.brown204@example.com,2021-02-17,San Diego,New,1048,2022-03-04,3,228.43,76.14,148.62,3.0,Books,668,3,0.6667,0.0,23.5,1,1,3,3,7,133,Lost,0,Low Value
C0205,Anthony Jones,anthony.jones205@example.com,2021-11-28,San Diego,Premium,764,2023-12-28,6,1760.7,293.45,384.92,4.0,Beauty,4,8,0.375,0.25,137.0,0,5,4,4,13,544,Champions,2,High Value
C0206,Daniel Rodriguez,daniel.rodriguez206@example.com,2021-09-18,San Antonio,Occasional,835,2023-11-14,3,180.35,60.12,99.37,3.0,Clothing,48,3,0.3333,0.0,214.5,0,4,3,2,9,432,Potential Loyalists,1,Mid Value
C0207,Linda Anderson,linda.anderson207@example.com,2021-08-30,Dallas,New,854,2022-02-03,3,155.08,51.69,67.26,3.0,Sports,697,3,0.0,0.0,4.5,1,1,3,2,6,132,Lost,0,Low Value
C0208,Michael Martin,michael.martin208@example.com,2021-07-16,Dallas,Regular,899,2022-02-17,5,742.03,148.41,191.22,4.0,Health,683,5,0.6,0.0,8.5,1,1,4,4,9,144,At Risk,0,Low Value
C0209,William Wilson,william.wilson209@example.com,2021-02-05,Philadelphia,Regular,1060,2023-09-09,1,150.97,150.97,150.97,1.0,Automotive,114,5,0.4,0.8,,1,4,1,2,7,412,Recent Customers,1,Mid Value
C0210,Barbara Martinez,barbara.martinez210@example.com,2021-01-02,San Jose,Occasional,1094,2022-02-03,1,39.62,39.62,39.62,1.0,Health,697,1,1.0,0.0,,1,1,1,1,3,111,Hibernating,0,Low Value
C0211,Joseph Moore,joseph.moore211@example.com,2021-03-18,San Diego,New,1019,2022-03-18,1,41.52,41.52,41.52,1.0,Automotive,654,2,0.5,0.5,,1,1,1,1,3,111,Hibernating,0,Low Value
C0212,Karen Moore,karen.moore212@example.com,2021-06-20,San Antonio,Occasional,925,2023-06-10,2,128.91,64.46,75.2,1.0,Automotive,205,2,0.0,0.0,516.0,1,3,2,2,7,322,Potential Loyalists,1,Mid Value
C0213,Sandra Miller,sandra.miller213@example.com,2021-06-14,Houston,New,931,2022-02-10,3,292.23,97.41,140.54,3.0,Books,690,3,1.0,0.0,15.5,1,1,3,3,7,133,Lost,0,Low Value
C0214,Sandra Wilson,sandra.wilson214@example.com,2021-04-30,New York,New,976,2022-02-22,3,350.07,116.69,133.1,2.0,Health,678,3,0.3333,0.0,26.0,1,1,3,3,7,133,Lost,0,Low Value
C0215,Daniel Gonzalez,daniel.gonzalez215@example.com,2021-08-31,San Antonio,Occasional,853,2022-11-19,3,173.49,57.83,63.42,3.0,Toys,408,3,0.3333,0.0,121.5,1,2,3,2,7,232,Lost,0,Low Value
C0216,Mary Jones,mary.jones216@example.com,2021-09-11,Dallas,Regular,842,2023-12-05,5,527.59,105.52,164.71,4.0,Clothing,27,5,0.8,0.0,158.0,0,5,4,3,12,543,Loyal Customers,2,High Value
C0217,Sandra Anderson,sandra.anderson217@example.com,2021-02-21,Los Angeles,Occasional,1044,2022-10-16,2,104.06,52.03,84.31,1.0,Books,442,2,0.5,0.0,61.0,1,2,2,1,5,221,About to Sleep,0,Low Value
C0218,Betty Jones,betty.jones218@example.com,2021-01-08,San Antonio,New,1088,2022-03-07,1,135.24,135.24,135.24,1.0,Toys,665,1,0.0,0.0,,1,1,1,2,4,112,Hibernating,0,Low Value
C0219,Sarah Rodriguez,sarah.rodriguez219@example.com,2021-02-08,Philadelphia,Regular,1057,2023-11-03,5,589.68,117.94,186.69,4.0,Books,59,5,0.6,0.0,130.25,0,4,4,4,12,444,Loyal Customers,2,High Value
C0220,John Hernandez,john.hernandez220@example.com,2021-11-29,Dallas,New,763,2022-07-08,1,141.27,141.27,141.27,1.0,Clothing,542,1,1.0,0.0,,1,2,1,2,5,212,About to Sleep,0,Low Value
C0221,Christopher Thomas,christopher.thomas221@example.com,2021-06-12,Dallas,New,933,2022-09-02,2,184.03,92.02,149.32,2.0,Toys,486,2,0.0,0.0,210.0,1,2,2,2,6,222,About to Sleep,0,Low Value
C0222,John Davis,john.davis222@example.com,2021-11-13,Phoenix,Premium,779,2023-09-09,10,2645.85,264.58,466.78,6.0,Sports,114,14,0.4286,0.2857,52.78,1,4,5,5,14,455,Loyal Customers,3,Premium
C0223,Jessica Brown,jessica.brown223@example.com,2021-02-16,Los Angeles,Regular,1049,2023-12-28,9,946.81,105.2,196.03,6.0,Home & Garden,4,9,0.4444,0.0,79.0,0,5,5,4,14,554,Champions,2,High Value
C0224,Daniel Martinez,daniel.martinez224@example.com,2021-03-27,New York,New,1010,2022-07-05,1,33.13,33.13,33.13,1.0,Home & Garden,545,2,0.5,0.5,,1,2,1,1,4,211,About to Sleep,0,Low Value
C0225,Margaret Johnson,margaret.johnson225@example.com,2021-06-16,Phoenix,Premium,929,2023-11-30,14,4063.51,290.25,496.76,8.0,Beauty,32,17,0.6471,0.1765,50.77,0,5,5,5,15,555,Champions,3,Premium
C0226,Jessica Jones,jessica.jones226@example.com,2021-07-11,Houston,Occasional,904,2022-06-04,4,297.5,74.38,98.18,3.0,Food & Grocery,576,4,0.25,0.0,33.33,1,1,3,3,7,133,Lost,0,Low Value
C0227,Nancy Garcia,nancy.garcia227@example.com,2021-10-17,Chicago,New,806,2022-01-19,2,117.22,58.61,88.22,2.0,Toys,712,2,0.5,0.0,8.0,1,1,2,2,5,122,Hibernating,0,Low Value
C0228,Lisa Gonzalez,lisa.gonzalez228@example.com,2021-02-10,San Jose,Regular,1055,2023-05-09,6,803.17,133.86,188.75,6.0,Home & Garden,237,7,0.2857,0.1429,65.0,1,3,4,4,11,344,Potential Loyalists,2,High Value
C0229,Ashley Jackson,ashley.jackson229@example.com,2021-09-12,Chicago,Regular,841,2022-04-04,5,562.03,112.41,173.67,4.0,Home & Garden,637,6,1.0,0.1667,22.5,1,1,4,4,9,144,At Risk,0,Low Value
C0230,Christopher Rodriguez,christopher.rodriguez230@example.com,2021-08-25,San Diego,Regular,859,2023-01-20,6,645.59,107.6,175.58,6.0,Electronics,346,7,0.5714,0.1429,66.6,1,3,4,4,11,344,Potential Loyalists,2,High Value
C0231,James Anderson,james.anderson231@example.com,2021-12-08,Phoenix,Occasional,754,2023-09-24,4,272.45,68.11,98.08,3.0,Electronics,99,5,0.4,0.2,144.67,1,4,3,3,10,433,Loyal Customers,1,Mid Value
C0232,Joseph Lopez,joseph.lopez232@example.com,2021-02-07,San Jose,Regular,1058,2023-08-09,4,302.62,75.66,153.47,3.0,Home & Garden,145,4,0.75,0.0,168.33,1,3,3,3,9,333,Potential Loyalists,1,Mid Value
C0233,Jessica Rodriguez,jessica.rodriguez233@example.com,2021-11-24,San Diego,Occasional,768,2022-03-04,1,24.1,24.1,24.1,1.0,Books,668,1,0.0,0.0,,1,1,1,1,3,111,Hibernating,0,Low Value
C0234,Richard Thomas,richard.thomas234@example.com,2021-04-12,Los Angeles,Occasional,994,2022-08-01,2,156.03,78.02,82.61,1.0,Toys,518,4,0.75,0.5,109.0,1,2,2,2,6,222,About to Sleep,0,Low Value
C0235,Charles Lopez,charles.lopez235@example.com,2021-07-15,San Jose,Regular,900,2023-09-13,7,987.66,141.09,192.05,6.0,Food & Grocery,110,8,0.5,0.125,98.33,1,4,4,4,12,444,Loyal Customers,2,High Value
C0236,Barbara Smith,barbara.smith236@example.com,2021-12-25,San Antonio,Occasional,737,2022-05-26,4,214.22,53.56,82.23,3.0,Beauty,585,5,0.4,0.2,18.33,1,1,3,3,7,133,Lost,0,Low Value
C0237,Charles Johnson,charles.johnson237@example.com,2021-01-05,San Jose,Occasional,1091,2022-10-15,2,111.51,55.76,90.88,2.0,Books,443,3,0.3333,0.3333,168.0,1,2,2,2,6,222,About to Sleep,0,Low Value
C0238,Matthew Davis,matthew.davis238@example.com,2021-05-27,San Jose,New,949,2022-09-13,1,26.08,26.08,26.08,1.0,Books,475,1,0.0,0.0,,1,2,1,1,4,211,About to Sleep,0,Low Value
C0239,Christopher Miller,christopher.miller239@example.com,2021-04-23,San Jose,Occasional,983,2023-08-29,2,127.59,63.8,92.49,2.0,Electronics,125,2,0.5,0.0,213.0,1,4,2,2,8,422,Potential Loyalists,1,Mid Value
C0240,Matthew Jones,matthew.jones240@example.com,2021-12-14,Los Angeles,Occasional,748,2023-10-23,5,273.89,54.78,94.7,5.0,Toys,70,5,0.4,0.0,161.0,0,4,4,3,11,443,Loyal Customers,2,High Value
C0241,Margaret Anderson,margaret.anderson241@example.com,2021-06-08,New York,Premium,937,2023-07-05,8,2420.41,302.55,378.78,5.0,Health,180,11,0.4545,0.2727,77.86,1,3,4,5,12,345,Potential Loyalists,3,Premium
C0242,John Martinez,john.martinez242@example.com,2021-03-09,Philadelphia,Occasional,1028,2022-07-12,2,66.14,33.07,38.62,2.0,Home & Garden,538,2,0.5,0.0,122.0,1,2,2,1,5,221,About to Sleep,0,Low Value
C0243,Michael Jones,michael.jones243@example.com,2021-03-31,Dallas,New,1006,2022-09-29,1,78.84,78.84,78.84,1.0,Books,459,1,1.0,0.0,,1,2,1,1,4,211,About to Sleep,0,Low Value
C0244,Thomas Rodriguez,thomas.rodriguez244@example.com,2021-09-29,Chicago,Occasional,824,2022-05-11,3,148.59,49.53,77.22,3.0,Books,600,4,0.25,0.25,22.5,1,1,3,2,6,132,Lost,0,Low Value
